country,points,price,province,title,variety,winery
US,94,65,California,Hawkes 2008 Stone Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Hawkes
Israel,88,65,Galil,Barkan 2006 Superieur Kosher Cabernet Sauvignon (Galil),Cabernet Sauvignon,Barkan
US,84,65,California,Materra Cunat Family Vineyards 2011 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Materra Cunat Family Vineyards
US,87,65,California,Spence 2007 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Spence
US,90,65,California,Merryvale 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Merryvale
US,90,65,California,Krutz 2010 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Krutz
Chile,88,65,Maipo Valley,Carmen 1997 Gold Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Carmen
US,89,65,California,Bell 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Bell
US,92,65,California,Tudal 2009 Estate Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Tudal
US,92,65,California,Joseph Cellars 2012 Cellar Select Blend Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Joseph Cellars
Chile,92,65,Maipo Valley,Domus Aurea 2012 Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Domus Aurea
Italy,90,65,Tuscany,Carpineto 2003 La Fornace Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Carpineto
US,87,65,California,Mi Sueño 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Mi Sueño
US,92,65,California,Reverie 2006 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Reverie
US,92,65,California,Stuhlmuller Vineyards 2006 Reserve Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Stuhlmuller Vineyards
US,92,65,Washington,Fidelitas 2013 Ciel du Cheval Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Fidelitas
US,91,65,California,Summit Lake 2010 Emily Kestrel Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Summit Lake
US,93,65,Washington,Maloney 2012 Single Vineyard Elephant Mountain Vineyard Cabernet Sauvignon (Rattlesnake Hills),Cabernet Sauvignon,Maloney
US,89,65,Washington,Fidelitas 2014 Ciel du Cheval Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Fidelitas
Italy,91,65,Tuscany,Felsina 2012 Maestro Raro Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Felsina
Italy,89,65,Tuscany,Petra 2012 Potenti Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Petra
US,89,65,California,Tamber Bey 2012 Oakville Estate Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Tamber Bey
US,87,65,California,Monte De Oro 2006 Vista Del Monte Vineyard Reserve Cabernet Sauvignon (Temecula Valley),Cabernet Sauvignon,Monte De Oro
US,85,65,California,Grgich Hills 2012 Estate Grown Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Grgich Hills
US,87,65,California,Kenefick Ranch 2009 Chris's Cuvée Cabernet Sauvignon (Calistoga),Cabernet Sauvignon,Kenefick Ranch
US,88,65,California,Trotter 1/16 2011 David Fulton Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Trotter 1/16
US,91,65,California,Wallis Family Estate 2010 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Wallis Family Estate
US,88,65,California,Ideology 2013 Estate Cabernet Sauvignon (Oak Knoll District),Cabernet Sauvignon,Ideology
US,86,65,California,Olabisi 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Olabisi
US,91,65,Washington,Feather 2014 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Feather
US,92,65,Washington,Obelisco Estate 2010 Electrum Estate Grown Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Obelisco Estate
US,92,65,California,Sequoia Grove 2010 Rutherford Bench Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Sequoia Grove
US,92,65,California,Hess Collection 2013 Estate Grown Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Hess Collection
US,93,65,California,Reverie 2008 Estate Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Reverie
US,92,65,California,Guarachi Family 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Guarachi Family
US,92,65,California,Baldacci 2007 Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Baldacci
US,92,65,California,Mi Sueño 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Mi Sueño
Israel,89,65,Galilee,Barkan 2011 Superieur Cabernet Sauvignon (Galilee),Cabernet Sauvignon,Barkan
US,82,65,California,Stephen & Walker 2009 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Stephen & Walker
US,88,65,California,Three Sticks 2006 Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Three Sticks
US,95,65,California,Switchback Ridge 1999 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Switchback Ridge
US,90,65,California,La Jota Vineyard 2007 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,La Jota Vineyard
US,92,65,California,La Voix 2013 Ecstasy of Gold Cabernet Sauvignon (Santa Barbara County),Cabernet Sauvignon,La Voix
US,85,65,California,V. Sattui 2012 Preston Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,V. Sattui
US,92,65,California,Summers 2007 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Summers
US,91,65,California,Janzen 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Janzen
US,83,65,Washington,Stina's 2012 Cabernet Sauvignon (Wahluke Slope),Cabernet Sauvignon,Stina's
US,88,65,California,Liparita 1997 Vineyard Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Liparita
US,86,65,California,Borjón 2012 Valle de Napa Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Borjón
US,95,65,California,La Jota Vineyard 2009 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,La Jota Vineyard
US,88,65,California,Miner 2007 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Miner
Australia,91,65,South Australia,D'Arenberg 2013 The Coppermine Road Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,D'Arenberg
US,90,65,California,The Farm Winery 2013 LPF Cabernet Sauvignon (Adelaida District),Cabernet Sauvignon,The Farm Winery
US,92,65,California,Jean Edwards 2013 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jean Edwards
US,92,65,California,Lone Madrone 2012 Cabernet Sauvignon (York Mountain),Cabernet Sauvignon,Lone Madrone
Australia,86,65,South Australia,D'Arenberg 2008 The Coppermine Road Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,D'Arenberg
US,88,65,California,Ironstone 2013 Reserve Kramer Ranch Cabernet Sauvignon (Sierra Foothills),Cabernet Sauvignon,Ironstone
US,92,65,California,Stuhlmuller Vineyards 2008 Reserve Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Stuhlmuller Vineyards
South Africa,92,65,Coastal Region,Anthonij Rupert 2007 Cabernet Sauvignon (Coastal Region),Cabernet Sauvignon,Anthonij Rupert
US,90,65,California,Flying Horse 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Flying Horse
US,94,65,California,Wallis Family Estate 2008 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Wallis Family Estate
US,89,65,Washington,Fidelitas 2010 Champoux Vineyard Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Fidelitas
US,91,65,Washington,Maloney 2013 Single Vineyard Scotteney Flats Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Maloney
US,89,65,California,Mi Sueño 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Mi Sueño
US,92,65,Washington,Upchurch 2012 Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Upchurch
US,88,65,California,Bell 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Bell
US,91,65,California,Monticello Vineyards 2008 Tietjen Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Monticello Vineyards
US,92,65,California,Martin Ray 2013 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Martin Ray
US,90,65,California,Envy 2010 Price Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Envy
US,84,65,California,Counter Punch 2009 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Counter Punch
US,93,65,California,Merryvale 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Merryvale
US,90,65,California,Summers 2013 Reserve Cabernet Sauvignon (Calistoga),Cabernet Sauvignon,Summers
US,90,65,California,The Heavy 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,The Heavy
US,86,65,California,Terra Valentine 2007 Yverdon Vineyard Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Terra Valentine
US,91,65,California,Y Rousseau 2009 Le Roi Soleil Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Y Rousseau
US,86,65,California,Falcor 2007 H Block Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Falcor
US,89,65,California,Corley 2005 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Corley
US,91,65,California,Herencia 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Herencia
US,92,65,Washington,Pursued by Bear 2011 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Pursued by Bear
US,90,65,California,Sodaro 2013 Felicity Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,Sodaro
US,87,65,California,Markham 2010 The Philanthropist Yountville Estate Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Markham
US,93,65,California,Herencia 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Herencia
US,87,65,California,Frias 2005 Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Frias
US,92,65,California,ZD 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,ZD
US,92,65,California,Sterling 2005 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sterling
US,82,65,Oregon,EdenVale 2007 Cabernet Sauvignon (Rogue Valley),Cabernet Sauvignon,EdenVale
US,82,65,California,Madrigal 2008 Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Madrigal
Italy,93,65,Sicily & Sardinia,Sella & Mosca 2010 Marchese di Villamarina Cabernet Sauvignon (Alghero),Cabernet Sauvignon,Sella & Mosca
US,89,65,California,Stephen & Walker 2010 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Stephen & Walker
US,91,65,California,White Rock Vineyards 2013 Estate Grown Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,White Rock Vineyards
US,93,65,California,Jean Edwards 2013 Seventy Four-Forty One Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jean Edwards
Australia,91,65,South Australia,D'Arenberg 2011 The Coppermine Road Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,D'Arenberg
US,90,65,California,Jamie Slone Wines 2012 Cabernet Sauvignon (Happy Canyon of Santa Barbara),Cabernet Sauvignon,Jamie Slone Wines
US,92,65,California,Beaulieu Vineyard 2013 Maestro Collection Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Beaulieu Vineyard
US,86,65,California,Summit Lake 2011 Emily Kestrel Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Summit Lake
US,88,65,California,Merryvale 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Merryvale
US,93,65,California,Midsummer Cellars 2013 Clark-Claudon Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Midsummer Cellars
US,92,65,Washington,Forgeron 2012 Anvil Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Forgeron
US,95,65,California,Terra Valentine 2010 K-Block Estate Grown Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Terra Valentine
US,90,65,California,Envy 2012 Kenefick Ranch Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Envy
US,94,65,California,Baldacci 2008 Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Baldacci
US,83,65,California,Jeff Gordon 2011 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jeff Gordon
US,82,65,California,Casa Nuestra 2011 La Jolla Del Norte Vineyard Block Two Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Casa Nuestra
US,91,65,California,Les Belles Collines 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Les Belles Collines
US,91,65,Washington,Pursued by Bear 2009 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Pursued by Bear
US,93,65,California,Baldacci 2006 Black Label Estate Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Baldacci
US,86,65,California,Jeff Gordon 2010 Leo Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jeff Gordon
Italy,91,65,Tuscany,Carpineto 2005 Farnito Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Carpineto
US,84,65,California,Summers 2012 Reserve Cabernet Sauvignon (Calistoga),Cabernet Sauvignon,Summers
US,92,65,California,Y Rousseau 2008 Le Roi Soleil Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Y Rousseau
US,96,65,Washington,Betz Family 2009 Père de Famille Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Betz Family
US,92,65,California,Longboard 2010 Mavericks Goosechase Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Longboard
US,86,65,California,Munselle 2006 Coyote Crest Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Munselle
US,92,65,California,Beaulieu Vineyard 2006 Beaulieu Reserve Maestro Collection No. 1 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Beaulieu Vineyard
US,93,65,California,Greyscale 2013 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Greyscale
US,82,65,California,Hug 2008 Booker Vineyard Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Hug
US,87,65,California,Tobacco Road 2008 Tradition Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Tobacco Road
US,93,65,California,Terra Valentine 2009 Yverdon Vineyard Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Terra Valentine
US,97,65,California,Redmon 2006 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Redmon
US,92,65,California,Provenance Vineyards 2005 Estate Grown Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Provenance Vineyards
US,90,65,California,Materra Cunat Family Vineyards 2010 Hidden Block Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Materra Cunat Family Vineyards
US,90,65,California,Textbook 2013 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Textbook
US,91,64,California,Groth 2013 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Groth
US,90,64,California,Salvestrin 2012 Salvestrin Estate Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Salvestrin
US,92,64,California,Saddleback Cellars 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Saddleback Cellars
US,94,64,California,Darioush 2000 Signature Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Darioush
US,94,64,California,Trione 2007 Block Twenty One Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Trione
US,91,64,California,T.W. Fermentation 2013 Straight Cab Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,T.W. Fermentation
US,91,64,California,T.W. Fermentation 2013 Straight Cab Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,T.W. Fermentation
US,92,64,California,Seavey 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Seavey
US,92,64,California,Prime 2011 Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,Prime
US,90,64,California,Lobo 2014 Wulff Vineyards Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Lobo
US,92,64,California,W.H. Smith 2009 Purple Label Piedra Hill Vineyard Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,W.H. Smith
Italy,93,64,Tuscany,Terrabianca 2004 Ceppate Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Terrabianca
US,93,64,California,Prime 2010 Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,Prime
US,93,64,California,Sineann 2006 Lazare Vineyards Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sineann
US,90,64,California,Ram's Gate 2010 Winemaker's Cuvée Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Ram's Gate
US,90,64,California,Salvestrin 2012 Salvestrin Estate Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Salvestrin
US,85,64,California,Trione 2009 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Trione
US,90,64,California,Conclusion 2014 Stagecoach Vineyard Limited Production Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Conclusion
US,91,64,California,Pine Ridge 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Pine Ridge
US,90,63,California,Jack Nicklaus Wines 2010 Private Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jack Nicklaus Wines
US,88,62,California,Terlato 2012 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Terlato
US,93,62,California,Sequum 2009 Kidd Ranch Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sequum
US,89,62,Washington,Sparkman 2010 Kingpin Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Sparkman
US,91,62,California,Hawk Watch Winery 2011 Signature Reserve Cabernet Sauvignon (South Coast),Cabernet Sauvignon,Hawk Watch Winery
US,90,62,Washington,Sparkman 2013 Rainmaker Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Sparkman
US,94,62,California,Robert Young 2008 Scion Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Robert Young
US,90,62,California,Bennett Lane 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Bennett Lane
US,93,62,Washington,Sparkman 2011 Kingpin Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Sparkman
US,91,62,Washington,Chateau Rollat 2011 Edouard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Chateau Rollat
US,84,62,California,Vincent Price 2012 Reverence Vineyard Raven Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Vincent Price
US,87,62,Washington,Chateau Rollat 2010 Edouard de Rollat Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Chateau Rollat
US,90,62,California,Bennett Lane 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Bennett Lane
US,92,62,California,Brecon Estate 2013 Reserve Cabernet Sauvignon (Central Coast),Cabernet Sauvignon,Brecon Estate
US,89,62,Washington,Sparkman 2009 Kingpin Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Sparkman
US,91,62,California,Hawk Watch Winery 2011 Signature Reserve Cabernet Sauvignon (South Coast),Cabernet Sauvignon,Hawk Watch Winery
US,89,62,Washington,Sparkman 2013 Kingpin Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Sparkman
Italy,88,62,Tuscany,Sangervasio 2009 Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Sangervasio
US,90,62,California,Four Lanterns 2014 Third Blue Hour Cabernet Sauvignon (Templeton Gap District),Cabernet Sauvignon,Four Lanterns
US,91,62,California,Terlato 2013 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Terlato
US,93,62,California,Ramey 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Ramey
US,91,62,California,Chimney Rock 2006 Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Chimney Rock
US,89,62,Washington,Sparkman 2009 Kingpin Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Sparkman
US,90,62,Washington,Sparkman 2012 Kingpin Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Sparkman
US,89,62,California,Robinson Family Vineyards 2010 Estate Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Robinson Family Vineyards
US,90,62,California,Four Lanterns 2014 Third Blue Hour Cabernet Sauvignon (Templeton Gap District),Cabernet Sauvignon,Four Lanterns
US,92,62,California,Aperture 2014 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Aperture
US,90,62,Washington,Abeja 2013 Heather Hill Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Abeja
US,94,61,California,Chimney Rock 2007 Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Chimney Rock
Italy,92,61,Tuscany,Villa Cafaggio 2001 Cortaccio Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Villa Cafaggio
US,88,61,California,Groth 2010 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Groth
US,90,60,California,Sequum 2013 Four Soil Mélange Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sequum
US,93,60,California,Sixteen by Twenty 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sixteen by Twenty
US,84,60,California,Mario Bazán 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Mario Bazán
US,87,60,California,Cade 2009 Napa Cuvée Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Cade
US,90,60,California,Jamieson Ranch 2012 Double Lariat Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jamieson Ranch
US,89,60,California,Falkner 2014 Cabernet Sauvignon (Temecula Valley),Cabernet Sauvignon,Falkner
US,92,60,California,Parry Cellars 2004 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Parry Cellars
Chile,92,60,Maipo Valley,Domus Aurea 2008 Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Domus Aurea
US,90,60,California,ZD 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,ZD
US,91,60,California,Mount Eden Vineyards 2010 Estate Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Mount Eden Vineyards
US,90,60,California,Renteria 2012 Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Renteria
US,85,60,California,Coniglio 2004 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Coniglio
US,86,60,California,Serdonis 2004 Ink Grade Vineyard Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Serdonis
US,91,60,California,Atmosphere 2008 Bismark Mountain Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Atmosphere
US,88,60,Washington,Walla Walla Vintners 2012 Cut Bank Estate Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Walla Walla Vintners
US,93,60,California,Acumen 2013 Mountainside Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Acumen
US,88,60,Washington,Hedges 2013 La Haute Cuvée Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Hedges
US,92,60,California,Liparita 2013 V Block Cabernet Sauvignon (Yountville),Cabernet Sauvignon,Liparita
US,93,60,California,Levendi 2012 Sweetwater Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Levendi
US,91,60,California,Round Pond 2013 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Round Pond
US,91,60,California,Hess Collection 2011 Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Hess Collection
US,90,60,California,Swanson 2010 Instant Napa Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Swanson
US,94,60,Washington,Dumas Station 2010 Minnick Hills Reserve Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Dumas Station
US,94,60,Washington,Dumas Station 2006 Minnick Hills Reserve Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Dumas Station
US,92,60,Washington,Kestrel 2008 Old Vine Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Kestrel
US,89,60,California,Schug 2012 Heritage Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Schug
US,93,60,California,Occasio 2013 Heritage Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Occasio
US,93,60,California,Lone Madrone 2008 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Lone Madrone
US,86,60,California,Levendi 2014 Sweetwater Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Levendi
US,87,60,California,Bourassa Vineyards 2004 Symphony 3 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Bourassa Vineyards
US,86,60,Washington,Revelry 2011 D11 Dionysus Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Revelry
US,90,60,California,Davis Estates 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Davis Estates
US,87,60,California,Maroon 2007 Maroon Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Maroon
Chile,92,60,Curicó Valley,Miguel Torres 2012 Manso de Velasco Cabernet Sauvignon (Curicó Valley),Cabernet Sauvignon,Miguel Torres
US,90,60,California,Trinchero 2008 Haystack Vineyard Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Trinchero
US,89,60,California,Roberts & Rogers 2007 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Roberts & Rogers
US,89,60,Washington,Feather 2011 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Feather
US,92,60,California,Beringer 2010 Reserve Cabernet Sauvignon (Knights Valley),Cabernet Sauvignon,Beringer
US,95,60,Washington,Betz Family 2008 Père de Famille Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Betz Family
US,90,60,California,Bonneau 2005 Hyde Vineyard Cabernet Sauvignon (Carneros),Cabernet Sauvignon,Bonneau
Israel,91,60,Golan Heights,Bazelet HaGolan 2009 Reserve Cabernet Sauvignon (Golan Heights),Cabernet Sauvignon,Bazelet HaGolan
US,88,60,California,Titus 2007 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Titus
US,90,60,California,Medlock Ames 2013 Fifty Tons Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Medlock Ames
US,93,60,California,Laurel Glen 2010 Cabernet Sauvignon (Sonoma Mountain),Cabernet Sauvignon,Laurel Glen
US,93,60,California,Sequum 2012 Four Soil Melange Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sequum
US,92,60,California,Kendall-Jackson 2006 Highland Estates Hawkeye Mountain Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Kendall-Jackson
US,85,60,California,Martin Ranch 2013 Thérèse Vineyards Signature Selection Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Martin Ranch
US,88,60,California,Roberts & Rogers 2011 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Roberts & Rogers
US,87,60,California,Maroon 2007 Maroon Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Maroon
US,86,60,California,Cakebread 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Cakebread
